State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Literacy rate,Male_Literate %,Female_Literate %,Sex Ratio
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,4313,16260,268486,120218,78.37318396585418,82.6794437337762,73.82180904474936,946.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,1875,10757,274925,55921,72.66505730228207,78.6234769515494,66.2579005578496,930.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,6094,29917,629243,168889,72.9552711275785,78.59207797375288,67.03677878234198,952.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,676,3447,34977,21172,65.85242566312411,73.50692865922446,58.1872750111704,999.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,184,1782,30377,3783,62.630564148090606,68.4549269901715,56.38981078401793,933.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,837,4496,52972,4853,71.4718230996232,74.92652355568362,67.92784670750723,975.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,256,2170,38008,1826,55.19735029677678,59.84562697363367,50.23832632373557,937.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,125,1362,23982,4119,60.43753688206981,65.49999309115529,55.0717633274751,943.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,880,5110,65961,38302,63.79071838699285,72.38350447010838,55.217368672600706,1002.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,276,2437,36084,5806,70.56000608702269,74.05984079055723,66.8469982078853,943.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,288,2368,62698,11518,60.439359958731366,63.58460021212854,57.20321135461472,972.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,5032,19306,106248,108843,69.98602773627533,69.93808871111068,70.033455932828,1011.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,510,4333,76546,7171,47.46029094663954,44.51231627480449,50.37040017300429,1013.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,179,1625,35930,3713,57.654530892126964,61.50471504715047,53.58134289514776,945.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,1630,8872,139351,18594,55.76045677617129,59.67380205393032,51.78546808217289,984.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,149,2462,74832,12299,60.15683472373984,60.55648762357071,59.74882210955699,980.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,169547,171048,4019,21093,20570,80341,85.08302336445097,85.08405680734683,85.08199901511647,1009.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,51440,49362,186,2263,18395,12717,80.16382361127678,81.15100649965294,79.16031880943599,984.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,34147,31748,367,1986,9669,12507,78.48847596926926,79.56335337154574,77.36432975120013,956.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,36444,26417,162,1329,21993,5273,53.31993146385736,60.139606264129775,46.10699013875556,945.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,64515,56607,482,3725,21479,17315,75.03159303218773,77.83112762543581,72.07685549486229,947.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,32977,27214,90,1073,16726,4129,69.69454865453199,73.5633978763273,65.51906779661016,927.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,21861,20372,168,1194,7043,5784,74.650899706579,76.45310204938099,72.80914939242315,979.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,27598,26878,131,987,7472,8018,83.89054006190617,84.0096191896746,83.76862182883501,977.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,150142,127895,3303,12077,49116,62853,73.39728782955089,76.06208901992969,70.49780340320918,919.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,107038,90451,1928,7982,31845,44255,73.69322506977925,77.02459594433171,70.10509835531926,928.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,83479,76015,537,2728,37536,17742,81.95065306080505,82.57725636054288,81.27338821768416,925.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,67432,52194,178,2844,43607,7415,47.80068728522337,51.18061827814168,44.042967925945305,899.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,57926,47967,170,1558,38903,7295,64.79885936677722,69.1711546039669,60.203326011923444,951.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,63653,53858,155,2251,40690,9451,59.77283362835459,62.445920359451804,56.89445717967949,929.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,67385,60823,198,1757,38499,8170,77.07447863751405,79.74084373705698,74.32121997116255,968.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,53504,49377,261,2008,31267,6044,73.09121393607423,75.12812951963717,71.00517687661777,976.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,902359,718873,7370,28289,601154,82440,69.8647592854905,76.09789953844998,63.3512287374575,957.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,596269,497871,2637,15609,373862,54244,72.635804604149,78.42961618393709,66.73185207424972,981.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,1103033,908436,15046,40589,579529,210768,76.64286503560719,81.53944528223779,71.43421062978194,940.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,464093,365817,1810,10600,315390,36979,69.57598479557952,75.75878274808886,63.048199125156415,947.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,153663,108874,635,5523,152095,23050,45.436011747664054,54.32052940802172,36.91457439774866,1043.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,1262652,947398,9049,41059,795476,219918,62.62483950976912,70.96668311584078,54.142814117851444,983.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,228092,177787,2498,7555,103224,73962,70.03891252016807,76.87889716539149,62.86335590403621,953.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,484177,317859,1953,12622,456336,38412,50.86256372596583,61.51396072422726,40.247135867748504,1003.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,233900,165886,768,6609,218446,24489,54.53288046814257,64.98215005070219,44.453793898141576,1037.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,579970,509295,1628,11836,414749,23494,75.62444414976524,80.79669663729044,70.48607218630761,1007.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,957515,792421,35701,75588,331834,356895,77.7171463174271,82.0396405906076,73.0654399669536,929.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,340843,227247,3988,17294,381789,78339,41.17647485190052,50.21191528102897,32.425039738142054,1032.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,147001,97705,448,3908,167884,15839,39.906913332202635,48.41547440255052,31.56172472606988,1020.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,794171,575226,2950,17999,689110,64479,54.34680113567363,63.21945402571061,45.52549415326171,1006.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,392333,296029,1163,8278,261646,26688,71.49666230087797,78.05509354682117,64.33273280843545,915.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,180903,118480,757,4221,197258,11869,49.048464731921975,59.909193872076614,38.41514817456715,1021.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,704857,587082,3416,16006,402014,72210,76.05322799974098,81.45057662529756,70.44843103137937,963.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,241959,165776,1553,9166,237343,49205,42.125257384201646,51.266844647851514,33.42588279890554,1051.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,393192,310499,5231,14521,220697,94798,67.59117048426711,74.62690533084572,60.38228624990762,976.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,750147,592175,12787,35024,387911,230151,64.12048702683673,70.69209072824029,57.36517838979357,973.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,79903,75013,1868,4870,35618,33715,77.3721169501853,81.69289124722674,73.24558405671155,1047.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,16610,19860,574,1484,0,12110,87.21541993495313,86.76800919396123,87.59317249592026,1184.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,19919,19355,207,597,0,15519,70.60367454068242,72.96069741035127,68.33186231244484,1038.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,932981,751789,29961,63864,275477,385476,67.6436248120977,70.76572654292146,64.13224846619487,889.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,488261,356607,11284,32253,218159,137563,60.84643776669487,65.69738575370998,55.25980586616418,868.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,215767,165518,4348,12276,99946,58917,61.745758759400694,66.05024627224333,56.9109157363059,890.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,238696,187337,5138,14294,117559,57337,70.98621541147988,74.40764351065322,67.05742962687208,871.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,707070,520441,10042,31070,348522,153868,60.49611793359927,65.98036461973598,54.35772797583549,893.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,907660,727059,14428,38445,420860,185488,71.12659969899792,74.851333933138,66.96647158623053,895.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,637927,561772,13747,34328,422673,128592,75.61326715512487,78.84821464989487,72.24731470430882,961.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,882581,739956,39082,79134,330339,377791,73.96719532820627,77.0671081573614,70.58096356374936,915.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,316254,260313,9732,23145,165433,95770,70.72983728507498,74.18387046076691,66.94311790709695,912.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,1428348,1131877,58589,123400,395032,641789,73.17564985556224,76.4715582262921,69.4010078955291,873.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,244037,179523,2673,10085,145603,50786,55.025586196055606,59.70587083957214,49.72674568374518,883.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,348549,279340,7897,21662,214295,74144,63.057145095235136,66.27414815941589,59.456053943374776,893.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,300401,224447,4571,14077,149507,74650,58.19384940170485,63.159609942349185,52.65322304433299,896.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,711052,555739,24274,55105,299279,218090,66.82493830729351,70.92632381134779,62.22138375483114,891.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,278534,224197,6600,17542,148162,60537,73.43137211941685,77.91487754730969,68.5320136209964,915.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,570413,431664,10736,30955,292156,156788,60.54227695177955,64.96516629860744,55.54520421030959,885.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,926268,600405,13499,41732,409335,274919,59.10345591184382,69.95532764135233,47.690288943236794,951.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,1359829,822647,9750,45770,782294,212967,59.40037216477477,70.12948769124291,47.41063180019284,895.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,513854,315489,2324,15062,390437,39407,46.13907765572453,56.60718652850883,35.45891960603823,980.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,432607,260700,1363,9491,249184,69804,56.70040196114512,68.24046250069013,44.2757425994803,929.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,783461,404861,2766,37730,542825,55980,45.63884949060029,57.22778742781344,32.78946230306407,902.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,943910,536959,4179,26106,479437,129697,58.108341423179944,69.62395056228175,45.01909894561747,880.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,777582,478544,6207,24014,530015,145865,52.15337366510513,63.69780198175526,40.28870496141143,973.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,782399,496402,7607,29531,335754,196179,54.09623860534354,63.0559614313657,44.197853154025864,905.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,371705,213339,1392,7705,239836,63452,52.66368171564471,64.40241874003743,39.970135607573646,925.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,514851,306974,4941,16560,366780,88873,53.215358295917085,65.73928299183703,40.329388951439036,972.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,696729,452540,2577,15259,344897,148996,56.34922852966859,66.26388801707364,45.79896184701766,940.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,596935,341116,1719,14539,361084,59610,57.39389589753849,69.59011969171834,43.92304106759788,905.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,435721,247377,1330,9504,214670,58626,56.617400846735556,66.65998620050271,44.74423416758762,846.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,415820,265771,1477,11742,322816,31547,49.086458411352254,59.69862116887666,38.405103898731255,994.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,710908,482435,6295,24901,397697,164897,60.6013808877658,68.1377115801177,52.108490994007525,887.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,624281,409855,3360,16217,389059,108694,58.271294399253506,67.04163731335589,48.589343550979955,906.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,2554793,1746172,76565,182350,754841,977838,64.90868491610095,73.65685005104503,55.29936462665046,910.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,210415,98238,754,7416,159117,30830,46.07318198170226,58.17261437402546,31.873619046692035,852.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,543923,285659,1585,12794,419216,48202,45.36383173021715,58.07209646457421,32.02110535189038,952.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,466815,272977,1750,9403,298624,63763,52.42554011716859,64.37557833420443,39.793377707416774,946.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,815834,554526,4828,24178,500452,150357,64.12405915645202,74.44447283318854,53.26096456895218,950.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,1265753,765779,19335,54808,584215,307442,55.09739867893083,65.79003995991533,43.430293261767986,916.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,531904,273945,1059,13045,305047,59308,55.26145072717398,67.87615215679669,40.60796698532039,861.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,765396,532949,12843,36297,203454,311735,66.5471903328218,74.95350880027733,57.31540361756105,911.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,1102750,655874,4449,35328,675712,166489,53.16688751211929,65.00817944674517,40.7016677237067,950.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,667381,418312,4043,19270,512909,139808,53.28363695435697,65.08354609126779,41.32901118508997,987.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,383334,235805,1989,9222,304622,61054,53.53109164211908,65.93983888918514,40.99117265644285,990.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,486184,255564,1887,14310,282057,71264,55.53872521528568,69.0571864023033,40.46807702052192,897.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,995275,656842,5647,28382,527560,178274,61.7075649536311,72.38416279391123,50.4354075692809,947.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,309900,166906,2146,10297,238535,69639,46.008379440843115,58.00861425113856,33.24059229459387,940.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,478329,271330,1908,12482,298911,81755,52.743635168849366,65.69226078644648,39.14222651798208,952.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,973444,609185,14211,48517,665449,182769,51.57797824287418,62.1293961390119,40.568546348974,958.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,748382,604616,80037,127465,1086,461132,79.15296259505097,82.46633608815426,75.40300756005517,884.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,269582,211022,1749,8371,223955,30322,63.66509735141622,71.94551418056434,55.504207095907056,1015.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,1968079,1808197,217368,355838,0,1314125,81.267350903818,84.25558384892142,78.24684709946999,989.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,1394790,1241117,63273,149920,284795,884957,76.22535276435094,80.65647485654576,71.79282347687459,1000.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,1000322,814959,15396,50938,497429,260780,69.66005017817164,76.26166713806619,62.96927022284516,987.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,3651,18927,396819,91107,60.902761601573616,68.13857107618078,53.25442979222977,946.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,9155,38677,443818,269724,68.61057286059891,75.50664330424132,61.70107254385972,998.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,18604,58861,411286,432398,66.28915187516876,73.30944853735126,59.21884415033391,993.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,100322,200738,438799,774705,75.36748559120335,80.05437768696615,70.61528418460942,986.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,15673,52943,104253,493788,82.8036531731087,84.26029179193497,81.37430100134637,1019.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,4915,17995,212241,152420,68.29955669036809,76.05796464868303,60.658687435787954,1015.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,34097,95311,417718,592723,74.82690705050142,80.17229237295075,69.42955210986806,990.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,5585,19692,399016,118724,75.0414797859507,80.3025082474343,69.9102921462552,1025.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,8960,31581,370357,257127,68.11828557958671,75.15553101417265,60.98287572566168,986.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,1507,7745,155413,33179,66.49110174214425,73.72172230354023,59.28370062105658,1003.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,4494,18272,399712,104229,68.62226533897284,75.79495709597255,61.55489065296624,1015.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,5172,22379,290478,126761,72.32994321897085,78.58796058934342,65.96117694588595,983.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,20660,63867,572813,597539,65.63828956225862,72.13335870419984,58.833509263533635,954.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,5773,24456,309224,143193,71.67077016595462,78.70884379785605,64.65114128416283,1003.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,13495,42912,479070,274302,74.44222304427883,79.85886523863006,69.20735544850156,1035.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,4667,18830,189328,221295,69.83551636208072,76.62074884566145,62.99047428637765,991.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,75634,174279,387237,732196,74.88313094269903,79.72609647229143,69.97735472521681,987.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,4416,15535,321331,86848,74.86262899665184,80.27614797037785,69.54158197194408,1017.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,6445,27529,563102,147061,65.9998174349612,73.6152680378254,58.34159217436162,994.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,20623,69912,653499,486801,70.46988680575896,76.68676160531135,64.2937989297306,1007.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,10219,37357,363782,370942,72.01753807880192,78.57475749424671,65.50654179907427,1007.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,273,5067,89457,14071,73.0288448827433,77.94791923677934,67.81899545964308,944.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,997,10310,150437,42184,74.99160598720074,78.11766706342459,71.75764541011532,967.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,948,10393,219171,44906,73.83667370242728,78.44636505014032,69.0216287748829,957.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,6394,36186,289621,217016,78.88527755355823,82.21230163242471,75.42806367871859,962.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,27183,82012,496971,406852,60.66153299189803,68.27171618209749,51.89858626068972,868.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,13634,58336,582117,275942,56.957817723943215,65.74706095709213,46.99403505328147,882.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,24122,85491,983266,265304,61.56342437035123,70.22591111138074,51.951934822843185,901.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,2509,27308,501559,65031,62.010360784156724,69.8341320180467,54.008847064222195,978.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,2404,14279,255836,58438,67.47413096346983,73.80655099724339,60.146206831846506,864.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,6652,47324,891024,80434,60.077357332051996,68.24556981081871,52.06313342427721,1019.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,2989,19999,246055,69991,61.23872643218055,69.97271701401289,51.098381698834785,861.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,2681,35463,698520,61742,40.09391779354543,47.632334788956356,31.638163405718416,892.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,4672,42969,564927,64454,60.608857284489595,69.39796832091778,51.22498838450109,937.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,1551,15510,410070,35768,40.413791819571685,48.88604413122207,31.27964377180969,928.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,1655,18612,378056,67569,55.73699156945888,65.29057560183709,44.66656429131865,863.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,3159,26293,635840,79068,51.90476029832867,59.19594534035745,43.893446685367,910.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,15164,56575,631613,362798,49.271180675840235,56.950287678699056,40.61149072987247,887.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,3423,30244,513960,31065,56.55521849781535,65.30210185521544,47.47500810458554,963.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,7303,37341,683875,224648,57.984236078130444,64.61905617018398,50.747829404291124,917.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,7865,38225,658449,221628,58.0610664640282,67.92072661847111,47.06069431789256,896.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,3492,20762,344937,50822,60.15119144429719,68.71505690609635,50.82649534524754,918.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,827,9437,207237,23558,53.55005898782935,62.59728151807489,43.26058330765136,879.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,4469,36068,597778,67928,60.47312658782191,70.20051566374144,50.9079570965328,1017.0
